Proteome Id,Organism,Organism Id,Protein count,CPD,Taxon mnemonic,Components,Genome assembly ID,Genome representation,Complete,Single,Double,Fragmented,Missing,Count,Taxonomy_Root,Taxonomy_Domain,Taxonomy_Clade1,Taxonomy_Phylum,Taxonomy_Clade2,Taxonomy_Class,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Level_11
UP000011693,Natrialba chahannaoensis JCM 10990,1227492,4030,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_000337135.1,full,97.0,96.1,0.9,0.3,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba chahannaoensis,
UP000019024,Halostagnicola larsenii XH-48,797299,4086,Unknown,9EURY,Plasmid 3; Chromosome; Plasmid 2; Plasmid 1; Plasmid 4,GCA_000517625.1,full,98.5,98.0,0.4,0.1,1.5,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola larsenii,
UP000011523,Halorubrum tebenquichense DSM 14210,1227485,3234,Unknown,9EURY,Unassembled WGS sequence,GCA_000337415.1,full,98.7,98.4,0.4,0.8,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum tebenquichense,
UP000011531,Natronococcus jeotgali DSM 18795,1227498,4417,Unknown,9EURY,Unassembled WGS sequence,GCA_000337695.1,full,97.9,96.5,1.4,0.9,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus jeotgali,
UP000011534,Haloarcula vallismortis ATCC 29715,662477,3961,Unknown,HALVA,Unassembled WGS sequence,GCA_000337775.1,full,99.6,99.3,0.2,0.3,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula vallismortis,
UP000011553,Haloferax denitrificans ATCC 35960,662478,3769,Unknown,9EURY,Unassembled WGS sequence,GCA_000337795.1,full,99.0,98.7,0.3,0.3,0.7,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax denitrificans,
UP000011615,Natrinema limicola JCM 13563,1230457,3519,Unknown,9EURY,Unassembled WGS sequence,GCA_000337475.1,full,98.5,98.2,0.3,0.4,1.1,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema limicola,
UP000011623,Haloarcula amylolytica JCM 13557,1227452,4156,Unknown,9EURY,Unassembled WGS sequence,GCA_000336615.1,full,99.2,98.8,0.4,0.6,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,
UP000011632,Natrinema versiforme JCM 10478,1227496,4160,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_000337195.1,full,97.8,96.5,1.3,0.7,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema versiforme,
UP000011657,Haloterrigena salina JCM 13891,1227488,4563,Unknown,9EURY,Unassembled WGS sequence,GCA_000337495.1,full,98.7,98.0,0.7,0.6,0.7,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena salina,
UP000011659,Haloarcula sinaiiensis ATCC 33800,662476,4338,Unknown,9EURY,Unassembled WGS sequence,GCA_000337275.1,full,99.7,99.1,0.6,0.1,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sinaiiensis,
UP000011680,Halococcus thailandensis JCM 13552,1227457,4030,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_000336715.1,full,98.0,96.8,1.2,0.7,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,
UP000011550,Haloferax mucosum ATCC BAA-1512,662479,3395,Unknown,9EURY,Unassembled WGS sequence,GCA_000337815.1,full,99.4,99.0,0.4,0.3,0.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mucosum,
UP000011612,Haloferax elongans ATCC BAA-1513,1230453,3847,Close to standard (high value),HALEO,Unassembled WGS sequence,GCA_000336755.1,full,98.3,97.5,0.9,0.6,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax elongans,
UP000011626,Halosimplex carlsbadense 2-9-1,797114,4458,Unknown,9EURY,Unassembled WGS sequence,GCA_000337455.1,full,98.8,98.1,0.7,0.3,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex carlsbadense,
UP000011508,Haloferax sulfurifontis ATCC BAA-897,662480,3789,Unknown,9EURY,Unassembled WGS sequence,GCA_000337835.1,full,98.8,98.7,0.2,0.5,0.7,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sulfurifontis,
UP000017840,Candidatus Halobonum tyrrellensis G22,1324957,3445,Unknown,9EURY,Unassembled WGS sequence,GCA_000495475.1,full,98.6,98.3,0.3,0.4,1.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Candidatus Halobonum,Candidatus Halobonum tyrrellensis,
UP000011526,Halorubrum distributum JCM 9100,1227467,3133,Unknown,9EURY,Unassembled WGS sequence,GCA_000337055.1,full,98.9,98.7,0.3,0.6,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,Halorubrum distributum
UP000011581,Halorubrum distributum JCM 13561,1227483,3014,Unknown,9EURY,Unassembled WGS sequence,GCA_000337395.1,full,97.3,96.9,0.4,0.4,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,Halorubrum distributum
UP000011528,Halorubrum distributum JCM 13916,1230455,3246,Unknown,9EURY,Unassembled WGS sequence,GCA_000337015.1,full,96.7,95.8,0.9,0.7,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,Halorubrum distributum
UP000011559,Haloferax prahovense (strain DSM 18310 / JCM 13924 / TL6),1227461,3913,Close to standard (high value),HALPT,Unassembled WGS sequence,GCA_000336815.1,full,98.0,96.8,1.2,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax prahovense,
UP000006794,Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6),797210,4221,Outlier (high value),HALXS,Chromosome; Plasmid pHALXA01; Plasmid pHALXA02; Plasmid pHALXA03,GCA_000217715.1,full,99.1,97.3,1.8,0.1,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,Halopiger xanaduensis,
UP000010846,Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70),797302,3099,Unknown,HALRX,Chromosome,GCA_000328525.1,full,96.5,96.1,0.3,0.2,3.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax ruber,
UP000011511,Natrinema altunense (strain JCM 12890 / CGMCC 1.3731 / AJ2),1227494,3732,Unknown,NATA2,Unassembled WGS sequence,GCA_000337155.1,full,98.3,96.7,1.7,0.4,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema altunense,
UP000000740,Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34),416348,3495,Unknown,HALLT,Chromosome 1; Chromosome 2; Plasmid pHLAC01,GCA_000022205.1,full,99.7,99.1,0.6,0.0,0.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lacusprofundi,
UP000006663,Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / KCTC 4070 / PR3),469382,3894,Unknown,HALBP,Chromosome; Plasmid pHBOR01; Plasmid pHBOR02; Plasmid pHBOR03; Plasmid pHBOR04; Plasmid pHBOR05,GCA_000172995.2,full,99.9,99.2,0.7,0.0,0.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense,
UP000011645,Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3),795797,3802,Unknown,HALJB,Unassembled WGS sequence,GCA_000337255.1,full,98.3,97.6,0.8,0.7,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,Halalkalicoccus jeotgali,
UP000011867,Natronomonas moolapensis (strain DSM 18674 / CECT 7526 / JCM 14361 / 8.8.11),268739,2723,Outlier (low value),NATM8,Chromosome,GCA_000591055.1,full,98.1,97.6,0.6,0.1,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas moolapensis,
UP000011593,Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157),797303,4176,Unknown,NATP1,Unassembled WGS sequence,GCA_000337635.1,full,98.7,97.7,1.0,0.7,0.7,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum,
UP000001746,Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541) (Haloarcula mukohataei),485914,3343,Unknown,HALMD,Chromosome; Plasmid pHmuk01,GCA_000023965.1,full,99.3,98.8,0.6,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium mukohataei,
UP000001169,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui),272569,4234,Outlier (high value),HALMA,Chromosome I; Chromosome II; Plasmid pNG100; Plasmid pNG200; Plasmid pNG300; Plasmid pNG400; Plasmid pNG500; Plasmid pNG600; Plasmid pNG700,GCA_000011085.1,full,94.5,94.0,0.4,2.5,3.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,
UP000011554,Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1),29540,4175,Unknown,NATA1,Unassembled WGS sequence,GCA_000337555.1,full,98.0,97.8,0.2,0.7,1.3,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba asiatica,
UP000011524,Haloarcula japonica (strain ATCC 49778 / DSM 6131 / JCM 7785 / NBRC 101032 / NCIMB 13157 / TR-1),1227453,4235,Outlier (high value),HALJT,Unassembled WGS sequence,GCA_000336635.1,full,99.3,98.5,0.9,0.4,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula japonica,
UP000011571,Haloferax gibbonsii (strain ATCC 33959 / DSM 4427 / JCM 8863 / NBRC 102184 / NCIMB 2188 / Ma 2.38),1227459,3945,Close to standard (high value),HALGM,Unassembled WGS sequence,GCA_000336775.1,full,98.1,97.0,1.1,0.6,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax gibbonsii,
UP000001903,Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / JCM 9101 / NCIMB 13204 / VKM B-1734 / 4k) (Halococcus turkmenicus),543526,5113,Outlier (high value),HALTV,Chromosome; Plasmid pHTUR01; Plasmid pHTUR02; Plasmid pHTUR03; Plasmid pHTUR04; Plasmid pHTUR05; Plasmid pHTUR06,GCA_000025325.1,full,98.9,95.1,3.8,0.1,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena turkmenica,
UP000011603,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei),523841,3848,Unknown,HALMT,Unassembled WGS sequence,GCA_000337295.1,full,99.6,99.1,0.5,0.2,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,
UP000002698,Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara) (Halobacterium pharaonis),348780,2764,Outlier (low value),NATPD,Chromosome; Plasmid PL131; Plasmid PL23,GCA_000026045.1,full,98.7,97.9,0.8,0.0,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,
UP000008243,Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii),309800,3922,Outlier (high value),HALVD,Chromosome; Plasmid pHV1; Plasmid pHV2; Plasmid pHV3; Plasmid pHV4,GCA_000025685.1,full,99.4,97.8,1.7,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,
UP000010468,Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2),797304,3624,Close to standard (high value),NATGS,Chromosome,GCA_000230715.3,full,97.5,96.7,0.8,0.1,2.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,
UP000001879,Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii),547559,4203,Unknown,NATMM,Chromosome; Plasmid pNMAG01; Plasmid pNMAG02; Plasmid pNMAG03,GCA_000025625.1,full,98.4,98.0,0.4,0.1,1.5,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii,
UP000240930,Halobacteriales archaeon QH_7_66_36,1919158,2551,Unknown,9EURY,Unassembled WGS sequence,GCA_003021175.1,full,94.9,94.7,0.2,0.2,4.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,unclassified Halobacteriales,,,
UP000252983,halophilic archaeon,29295,5207,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003298465.1,full,99.3,96.5,2.9,0.2,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,unclassified Halobacteriales,,,
UP000010096,halophilic archaeon DL31,756883,3413,Unknown,9EURY,Plasmid phalar01; Chromosome; Plasmid phalar02,GCA_000224475.1,full,97.9,97.1,0.8,0.0,2.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,unclassified Halobacteriales,,,
UP000066124,Haloferax gibbonsii,35746,3704,Unknown,HALGI,Plasmid pHG4; Plasmid pHG2; Chromosome; Plasmid pHG3; Plasmid pHG1,GCA_001190965.1,full,99.7,99.4,0.3,0.1,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000187321,Natronorubrum daqingense,588898,3639,Unknown,9EURY,Plasmid unnamed2; Chromosome; Plasmid unnamed1; Plasmid unnamed3,GCA_001971705.1,full,97.8,96.2,1.5,0.0,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,,
UP000199289,Halopelagius longus,1236180,3802,Unknown,9EURY,Unassembled WGS sequence,GCA_900100875.1,full,99.2,98.7,0.6,0.2,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,,
UP000252985,Haloplanus rubicundus,1547898,3677,Close to standard (high value),9EURY,Chromosome; Plasmid pCBA1112-01; Plasmid pCBA1112-02,GCA_003342675.1,full,98.3,97.3,1.0,0.2,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,,
UP000258707,Natrarchaeobaculum sulfurireducens,2044521,3698,Unknown,9EURY,Plasmid paarc1-02; Chromosome; Plasmid paarc1-01,GCA_003430825.1,full,95.7,95.0,0.7,0.3,4.0,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,,
UP000294028,Halogeometricum borinquense,60847,3790,Unknown,9EURY,Unassembled WGS sequence,GCA_004150395.1,full,97.8,97.1,0.7,0.3,1.9,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,,
UP000296733,Halobellus limi,699433,3504,Standard,9EURY,Chromosome; Plasmid unnamed1; Plasmid unnamed2; Plasmid unnamed3,GCA_004799685.1,full,97.5,96.6,0.9,0.0,2.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,,
UP000296822,Natronorubrum bangense,61858,3746,Unknown,9EURY,Plasmid unnamed1; Chromosome; Plasmid unnamed2; Plasmid unnamed3; Plasmid unnamed4,GCA_004799645.1,full,98.5,85.0,13.5,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,,
UP000297053,Halomicrobium mukohataei,57705,3210,Unknown,9EURY,Chromosome; Plasmid unnamed1,GCA_004803735.1,full,99.2,98.7,0.6,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,,
UP000302218,Natrinema versiforme,88724,4325,Unknown,9EURY,Plasmid pnve414; Chromosome; Plasmid pnve500; Plasmid pnve2; Plasmid pnve19,GCA_005576615.1,full,98.9,95.6,3.3,0.0,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP000326302,Halosegnis rubeus,2212850,2679,Unknown,9EURY,Unassembled WGS sequence,GCA_009184545.1,full,98.5,98.3,0.1,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,,
UP000465846,Halogeometricum borinquense,60847,3809,Unknown,9EURY,Chromosome,GCA_010692885.1,full,99.7,98.3,1.3,0.1,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,,
UP000608662,Halomicrobium mukohataei,57705,3351,Unknown,9EURY,Unassembled WGS sequence,GCA_012726095.1,full,99.2,98.1,1.1,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,,
UP000610611,Haloarcula rubripromontorii,1705562,3816,Unknown,9EURY,Unassembled WGS sequence,GCA_012726155.1,full,99.8,99.6,0.2,0.1,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000614221,Haloarcula sebkhae,932660,4195,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_014647415.1,full,99.3,98.5,0.9,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000641625,Haloarcula argentinensis,43776,3898,Outlier (high value),HALAR,Unassembled WGS sequence,GCA_012726115.1,full,99.9,99.6,0.3,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,
UP000646833,Haloferax sulfurifontis,255616,3902,Unknown,9EURY,Unassembled WGS sequence,GCA_014635105.1,full,98.6,97.2,1.3,0.3,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000663064,Haloferax gibbonsii,35746,3986,Outlier (high value),HALGI,Chromosome; Plasmid pHGLR1; Plasmid pHGLR2; Plasmid pHGLR3,GCA_014969745.1,full,99.6,97.9,1.7,0.1,0.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000663305,Halapricum desulfuricans,2841257,3112,Unknown,9EURY,Chromosome; Plasmid pHSR-Bgl01,GCA_017094445.1,full,95.4,93.8,1.5,0.0,4.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,,
UP000663525,Halapricum desulfuricans,2841257,3054,Unknown,9EURY,Chromosome,GCA_017094505.1,full,96.1,95.0,1.1,0.0,3.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,,
UP001500194,Salarchaeum japonicum,555573,2569,Unknown,9EURY,Unassembled WGS sequence,GCA_039522645.1,full,98.2,98.0,0.2,0.0,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,,
UP001500420,Natronoarchaeum mannanilyticum,926360,3566,Unknown,9EURY,Unassembled WGS sequence,GCA_039522665.1,full,98.9,97.7,1.2,0.1,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,,
UP001500837,Halarchaeum salinum,489912,2833,Outlier (low value),9EURY,Unassembled WGS sequence,GCA_039520965.1,full,96.3,95.6,0.8,0.1,3.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,
UP001500962,Halococcus dombrowskii,179637,3891,Unknown,HALDO,Unassembled WGS sequence,GCA_039522505.1,full,99.1,97.9,1.2,0.2,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,
UP001501425,Halorubrum ejinorense,425309,3366,Unknown,9EURY,Unassembled WGS sequence,GCA_039522565.1,full,97.7,96.7,1.0,0.3,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001501729,Haladaptatus pallidirubidus,1008152,5836,Unknown,9EURY,Unassembled WGS sequence,GCA_039544045.1,full,99.1,97.3,1.8,0.2,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,,
UP000182829,Natronobacterium gregoryi,44930,3713,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_900114025.1,full,97.5,96.7,0.8,0.1,2.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,,
UP000183894,Haloferax larsenii,302484,3957,Unknown,HALLR,Unassembled WGS sequence,GCA_900109695.1,full,99.8,99.5,0.3,0.0,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000277326,Haloplanus aerogenes,660522,3567,Unknown,9EURY,Unassembled WGS sequence,GCA_003688715.1,full,97.8,97.3,0.5,0.1,2.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,,
UP000291097,Natrinema hispanicum,392421,4092,Unknown,9EURY,Unassembled WGS sequence,GCA_004217335.1,full,96.7,93.8,2.9,0.4,2.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
UP000292704,Natrinema altunense,222984,3487,Unknown,9EURY,Unassembled WGS sequence,GCA_004209855.1,full,99.0,98.8,0.2,0.3,0.7,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,,
